iter k algo time relerr
26 64 4 9.23633 0.0833259
27 64 4 9.60521 0.0833147
28 64 4 9.89338 0.0833044
29 64 4 10.2997 0.0832949
0 64 5 0.401987 0.175828
1 64 5 0.711903 0.112406
2 64 5 1.02413 0.105193
3 64 5 1.55974 0.102644
4 64 5 1.93084 0.101348
5 64 5 2.24232 0.100549
6 64 5 2.64809 0.100016
7 64 5 2.97101 0.0990941
8 64 5 3.44281 0.0991682
9 64 5 3.91756 0.0991923
10 64 5 4.46669 0.0992067
11 64 5 5.04033 0.0992203
12 64 5 5.66429 0.0992347
13 64 5 6.15056 0.0992501
14 64 5 6.62865 0.0992664
15 64 5 7.101 0.0992835
16 64 5 7.57634 0.0993015
17 64 5 8.07399 0.0993199
18 64 5 8.63958 0.0993398
19 64 5 9.10441 0.0993628
20 64 5 9.57478 0.0993869
21 64 5 10.0364 0.0994105
22 64 5 10.5129 0.0994324
23 64 5 11.0534 0.0994528
24 64 5 11.6471 0.0994725
25 64 5 12.3585 0.099492
26 64 5 12.9112 0.0995116
27 64 5 13.5312 0.0995311
28 64 5 14.1918 0.0995503
29 64 5 14.6728 0.099569
0 64 6 0.366408 0.305023
1 64 6 0.645203 0.287689
2 64 6 0.922356 0.281493
3 64 6 1.21637 0.279664
4 64 6 1.49544 0.279212
5 64 6 1.7728 0.278826
6 64 6 2.04825 0.280116
7 64 6 2.32663 0.277627
8 64 6 2.60288 0.276081
9 64 6 2.87729 0.27555
10 64 6 3.15127 0.275458
11 64 6 3.42389 0.27569
12 64 6 3.69977 0.275707
13 64 6 3.97617 0.275404
14 64 6 4.2508 0.274972
15 64 6 4.53041 0.274736
16 64 6 4.80468 0.274656
17 64 6 5.07896 0.27458
18 64 6 5.35647 0.274506
19 64 6 5.62784 0.274438
20 64 6 5.90074 0.274389
21 64 6 6.17197 0.27434
22 64 6 6.44803 0.2743
23 64 6 6.72824 0.274264
24 64 6 7.00326 0.274262
25 64 6 7.27782 0.274262
26 64 6 7.55451 0.274261
27 64 6 7.82591 0.274261
28 64 6 8.10027 0.274261
29 64 6 8.37162 0.274262
0 96 0 0.382544 0.218952
1 96 0 0.675303 0.216633
2 96 0 0.966541 0.215535
3 96 0 1.25812 0.214525
4 96 0 1.54724 0.21359
5 96 0 1.83633 0.212718
6 96 0 2.13527 0.211897
7 96 0 2.42675 0.211119
8 96 0 2.72451 0.210373
9 96 0 3.01477 0.209652
10 96 0 3.30236 0.208947
11 96 0 3.59057 0.208249
12 96 0 3.8758 0.207548
13 96 0 4.16622 0.206835
14 96 0 4.45239 0.206099
15 96 0 4.73616 0.205328
16 96 0 5.02036 0.204509
17 96 0 5.30628 0.203628
18 96 0 5.59125 0.202671
19 96 0 5.88114 0.20162
20 96 0 6.17222 0.200459
21 96 0 6.46043 0.199174
22 96 0 6.75277 0.197748
23 96 0 7.04122 0.196172
24 96 0 7.32907 0.194439
25 96 0 7.61533 0.192548
26 96 0 7.90708 0.190509
27 96 0 8.18969 0.188338
28 96 0 8.47243 0.186057
29 96 0 8.7615 0.183698
0 96 1 0.394222 0.338681
1 96 1 0.701898 0.329342
2 96 1 1.01452 0.325841
3 96 1 1.31759 0.325381
4 96 1 1.62001 0.325339
5 96 1 1.91784 0.325211
6 96 1 2.2248 0.324848
7 96 1 2.53081 0.324639
8 96 1 2.83352 0.324667
9 96 1 3.13335 0.324699
10 96 1 3.43517 0.3247
11 96 1 3.74047 0.324679
12 96 1 4.04655 0.324685
13 96 1 4.35006 0.324696
14 96 1 4.65719 0.324703
15 96 1 4.96376 0.324678
16 96 1 5.26945 0.324631
17 96 1 5.57104 0.324616
18 96 1 5.87852 0.324628
19 96 1 6.18087 0.324665
20 96 1 6.48406 0.324702
21 96 1 6.78768 0.324711
22 96 1 7.09306 0.324672
23 96 1 7.39379 0.324656
24 96 1 7.69188 0.32466
25 96 1 7.98609 0.324654
26 96 1 8.28954 0.324625
27 96 1 8.58838 0.324612
28 96 1 8.88851 0.324608
29 96 1 9.19129 0.324612
0 96 2 0.385909 0.156185
1 96 2 0.686563 0.107964
2 96 2 0.989046 0.0967233
3 96 2 1.28803 0.0924434
4 96 2 1.59125 0.0895783
5 96 2 1.88955 0.0875299
6 96 2 2.19251 0.086047
7 96 2 2.49021 0.0849072
8 96 2 2.78616 0.0840711
9 96 2 3.07879 0.0834663
10 96 2 3.37677 0.0830285
11 96 2 3.66925 0.0826456
12 96 2 3.96938 0.0822582
13 96 2 4.2647 0.0818676
14 96 2 4.55984 0.081493
15 96 2 4.85053 0.081167
16 96 2 5.1427 0.0808993
17 96 2 5.43386 0.0807054
18 96 2 5.72817 0.080569
19 96 2 6.01939 0.0804423
20 96 2 6.31192 0.0803163
21 96 2 6.61092 0.0801826
22 96 2 6.90796 0.0800451
23 96 2 7.1996 0.0799137
24 96 2 7.48945 0.0798
25 96 2 7.78037 0.0797166
26 96 2 8.07391 0.0796556
27 96 2 8.37274 0.0796132
28 96 2 8.66873 0.0795806
29 96 2 8.96918 0.0795513
0 96 4 0.402086 0.133332
1 96 4 0.712357 0.0838831
2 96 4 1.03068 0.0765552
3 96 4 1.34352 0.0744148
4 96 4 1.65716 0.0734789
5 96 4 1.97044 0.0729781
6 96 4 2.27882 0.0726726
7 96 4 2.58692 0.0724662
8 96 4 2.89856 0.0723151
9 96 4 3.21237 0.0721969
10 96 4 3.52621 0.0721006
11 96 4 3.83868 0.0720208
12 96 4 4.15008 0.071953
13 96 4 4.45511 0.0718945
14 96 4 4.76632 0.0718436
15 96 4 5.07777 0.0717994
16 96 4 5.38813 0.0717604
17 96 4 5.6952 0.0717257
18 96 4 6.00469 0.0716946
19 96 4 6.31713 0.0716666
20 96 4 6.63377 0.071641
21 96 4 6.95722 0.0716178
22 96 4 7.26458 0.0715966
23 96 4 7.5797 0.0715773
24 96 4 7.89811 0.0715597
25 96 4 8.20909 0.0715435
26 96 4 8.52834 0.0715285
27 96 4 8.84034 0.0715144
28 96 4 9.14952 0.0715011
29 96 4 9.46281 0.0714884
0 96 5 0.425081 0.168399
1 96 5 0.760925 0.106461
2 96 5 1.10136 0.100381
3 96 5 1.4462 0.0980559
4 96 5 1.78467 0.0966953
5 96 5 2.11904 0.0958677
6 96 5 2.45408 0.0953708
7 96 5 2.81008 0.0945752
8 96 5 3.32768 0.0946547
9 96 5 3.82875 0.094673
10 96 5 4.17356 0.0946764
11 96 5 4.67974 0.0946891
12 96 5 5.18058 0.0947034
13 96 5 5.68022 0.0947202
14 96 5 6.1764 0.094739
15 96 5 6.67377 0.0947592
16 96 5 7.17007 0.0947805
17 96 5 7.66769 0.0948022
18 96 5 8.15265 0.0948236
19 96 5 8.64766 0.0948441
