iter k algo time relerr
7 96 5 12.9997 0.0573432
8 96 5 15.2673 0.0573914
9 96 5 17.5407 0.0573346
10 96 5 19.8111 0.057538
11 96 5 22.0786 0.057491
12 96 5 24.3446 0.0573724
13 96 5 25.8721 0.0575668
14 96 5 28.1394 0.0622073
15 96 5 30.3995 0.0622073
16 96 5 31.9217 0.0622073
17 96 5 34.1853 0.0622073
18 96 5 36.441 0.0622073
19 96 5 38.7021 0.0622073
20 96 5 40.96 0.0622073
21 96 5 43.2269 0.0622073
22 96 5 45.4845 0.0622073
23 96 5 47.7472 0.0622073
24 96 5 50.0104 0.0622073
25 96 5 52.276 0.0622073
26 96 5 54.5336 0.0622073
27 96 5 56.7928 0.0622073
28 96 5 59.0466 0.0622073
29 96 5 61.3044 0.0622073
0 96 6 1.53456 0.087107
1 96 6 3.02431 0.0800164
2 96 6 4.51012 0.0758367
3 96 6 6.00581 0.0738644
4 96 6 7.49417 0.0725095
5 96 6 8.98459 0.0714005
6 96 6 10.4785 0.0703975
7 96 6 11.9691 0.0692819
8 96 6 13.4559 0.0680482
9 96 6 14.9406 0.0669296
10 96 6 16.4299 0.0659689
11 96 6 17.9233 0.0650836
12 96 6 19.4138 0.0642361
13 96 6 20.9048 0.0633661
14 96 6 22.3967 0.062438
15 96 6 23.8857 0.0616418
16 96 6 25.3763 0.061014
17 96 6 26.8651 0.0604449
18 96 6 28.3523 0.0598622
19 96 6 29.842 0.0592394
20 96 6 31.3302 0.0586805
21 96 6 32.824 0.0582609
22 96 6 34.3153 0.0578657
23 96 6 35.8102 0.0575315
24 96 6 37.2977 0.0572579
25 96 6 38.7853 0.0570715
26 96 6 40.2766 0.0569911
27 96 6 41.7735 0.0569534
28 96 6 43.26 0.0569255
29 96 6 44.748 0.0569117
    
